2022-10-11-00:36:54;	
===========================================================
The GA algorithm has the following parameters: 
Population Size: 65
### Parent Selection ### 
strategy: 1
carry_over: 1
selection_ration: 0.600000
window_size: 3
replacement: 0
randomness: 0.300000
diversity_ratio: 0.100000
purge_ratio: 0.250000
### Recombination Parameters ### 
crossoverProb: 0.900000
skipCrossover: 0
### Termination Condition Parameters ###
maxGeneration: 500
maxRuntime: 600.000000
targetFitness: 10
===========================================================

2022-10-11-00:36:55;	GENERATION: 1 ;AVERAGE_FITNESS: 70.000000 ;MAX_FITNESS 70 ;MEDIAN_FITNESS 70 ;MIN_FITNESS 70 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.100000 ;CROSSOVER_PROB 0.900000 ;RANDOMNESS 0.300000
2022-10-11-00:36:56;	GENERATION: 2 ;AVERAGE_FITNESS: 70.000000 ;MAX_FITNESS 70 ;MEDIAN_FITNESS 70 ;MIN_FITNESS 70 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.100000 ;CROSSOVER_PROB 0.900000 ;RANDOMNESS 0.300000
2022-10-11-00:36:57;	GENERATION: 3 ;AVERAGE_FITNESS: 70.000000 ;MAX_FITNESS 70 ;MEDIAN_FITNESS 70 ;MIN_FITNESS 70 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.100000 ;CROSSOVER_PROB 0.900000 ;RANDOMNESS 0.300000
2022-10-11-00:36:58;	GENERATION: 4 ;AVERAGE_FITNESS: 69.769234 ;MAX_FITNESS 70 ;MEDIAN_FITNESS 70 ;MIN_FITNESS 70 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.100000 ;CROSSOVER_PROB 0.900000 ;RANDOMNESS 0.300000
2022-10-11-00:37:00;	GENERATION: 5 ;AVERAGE_FITNESS: 70.000000 ;MAX_FITNESS 70 ;MEDIAN_FITNESS 70 ;MIN_FITNESS 68 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.100000 ;CROSSOVER_PROB 0.900000 ;RANDOMNESS 0.300000
2022-10-11-00:37:01;	GENERATION: 6 ;AVERAGE_FITNESS: 70.000000 ;MAX_FITNESS 70 ;MEDIAN_FITNESS 70 ;MIN_FITNESS 70 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.100000 ;CROSSOVER_PROB 0.900000 ;RANDOMNESS 0.300000
2022-10-11-00:37:02;	GENERATION: 7 ;AVERAGE_FITNESS: 70.000000 ;MAX_FITNESS 70 ;MEDIAN_FITNESS 70 ;MIN_FITNESS 70 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.100000 ;CROSSOVER_PROB 0.900000 ;RANDOMNESS 0.300000
2022-10-11-00:37:03;	GENERATION: 8 ;AVERAGE_FITNESS: 70.000000 ;MAX_FITNESS 70 ;MEDIAN_FITNESS 70 ;MIN_FITNESS 70 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.100000 ;CROSSOVER_PROB 0.900000 ;RANDOMNESS 0.300000
2022-10-11-00:37:04;	GENERATION: 9 ;AVERAGE_FITNESS: 70.000000 ;MAX_FITNESS 70 ;MEDIAN_FITNESS 70 ;MIN_FITNESS 70 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.100000 ;CROSSOVER_PROB 0.900000 ;RANDOMNESS 0.300000
2022-10-11-00:37:05;	GENERATION: 10 ;AVERAGE_FITNESS: 70.000000 ;MAX_FITNESS 70 ;MEDIAN_FITNESS 70 ;MIN_FITNESS 70 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.100000 ;CROSSOVER_PROB 0.900000 ;RANDOMNESS 0.300000
2022-10-11-00:37:07;	GENERATION: 11 ;AVERAGE_FITNESS: 70.000000 ;MAX_FITNESS 70 ;MEDIAN_FITNESS 70 ;MIN_FITNESS 70 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.100000 ;CROSSOVER_PROB 0.900000 ;RANDOMNESS 0.300000
