2022-10-10-23:55:20;	
===========================================================
The GA algorithm has the following parameters: 
Population Size: 65
### Parent Selection ### 
strategy: 1
carry_over: 1
selection_ration: 0.600000
window_size: 3
replacement: 0
randomness: 0.300000
diversity_ratio: 0.100000
purge_ratio: 0.250000
### Recombination Parameters ### 
crossoverProb: 0.300000
skipCrossover: 0
### Termination Condition Parameters ###
maxGeneration: 500
maxRuntime: 600.000000
targetFitness: 10
===========================================================

2022-10-10-23:55:22;	GENERATION: 1 ;AVERAGE_FITNESS: 20.523077 ;MAX_FITNESS 27 ;MEDIAN_FITNESS 18 ;MIN_FITNESS 9 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.400000 ;CROSSOVER_PROB 0.300000 ;RANDOMNESS 0.300000
2022-10-10-23:55:23;	GENERATION: 2 ;AVERAGE_FITNESS: 23.323076 ;MAX_FITNESS 27 ;MEDIAN_FITNESS 20 ;MIN_FITNESS 19 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.400000 ;CROSSOVER_PROB 0.300000 ;RANDOMNESS 0.300000
2022-10-10-23:55:24;	GENERATION: 3 ;AVERAGE_FITNESS: 25.107693 ;MAX_FITNESS 27 ;MEDIAN_FITNESS 23 ;MIN_FITNESS 22 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.400000 ;CROSSOVER_PROB 0.300000 ;RANDOMNESS 0.300000
2022-10-10-23:55:25;	GENERATION: 4 ;AVERAGE_FITNESS: 25.600000 ;MAX_FITNESS 27 ;MEDIAN_FITNESS 25 ;MIN_FITNESS 25 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.400000 ;CROSSOVER_PROB 0.300000 ;RANDOMNESS 0.300000
2022-10-10-23:55:26;	GENERATION: 5 ;AVERAGE_FITNESS: 26.169231 ;MAX_FITNESS 27 ;MEDIAN_FITNESS 26 ;MIN_FITNESS 25 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.400000 ;CROSSOVER_PROB 0.300000 ;RANDOMNESS 0.300000
2022-10-10-23:55:27;	GENERATION: 6 ;AVERAGE_FITNESS: 26.369230 ;MAX_FITNESS 28 ;MEDIAN_FITNESS 26 ;MIN_FITNESS 26 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.400000 ;CROSSOVER_PROB 0.300000 ;RANDOMNESS 0.300000
2022-10-10-23:55:29;	GENERATION: 7 ;AVERAGE_FITNESS: 27.292307 ;MAX_FITNESS 28 ;MEDIAN_FITNESS 26 ;MIN_FITNESS 26 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.400000 ;CROSSOVER_PROB 0.300000 ;RANDOMNESS 0.300000
2022-10-10-23:55:30;	GENERATION: 8 ;AVERAGE_FITNESS: 28.061539 ;MAX_FITNESS 29 ;MEDIAN_FITNESS 27 ;MIN_FITNESS 26 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.400000 ;CROSSOVER_PROB 0.300000 ;RANDOMNESS 0.300000
2022-10-10-23:55:31;	GENERATION: 9 ;AVERAGE_FITNESS: 28.384615 ;MAX_FITNESS 29 ;MEDIAN_FITNESS 28 ;MIN_FITNESS 28 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.400000 ;CROSSOVER_PROB 0.300000 ;RANDOMNESS 0.300000
2022-10-10-23:55:32;	GENERATION: 10 ;AVERAGE_FITNESS: 29.046154 ;MAX_FITNESS 30 ;MEDIAN_FITNESS 28 ;MIN_FITNESS 28 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.400000 ;CROSSOVER_PROB 0.300000 ;RANDOMNESS 0.300000
2022-10-10-23:55:33;	GENERATION: 11 ;AVERAGE_FITNESS: 29.169231 ;MAX_FITNESS 30 ;MEDIAN_FITNESS 29 ;MIN_FITNESS 28 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.400000 ;CROSSOVER_PROB 0.300000 ;RANDOMNESS 0.300000
