2022-10-11-00:06:31;	
===========================================================
The GA algorithm has the following parameters: 
Population Size: 65
### Parent Selection ### 
strategy: 1
carry_over: 1
selection_ration: 0.600000
window_size: 3
replacement: 0
randomness: 0.300000
diversity_ratio: 0.100000
purge_ratio: 0.250000
### Recombination Parameters ### 
crossoverProb: 0.800000
skipCrossover: 0
### Termination Condition Parameters ###
maxGeneration: 500
maxRuntime: 600.000000
targetFitness: 10
===========================================================

2022-10-11-00:06:32;	GENERATION: 1 ;AVERAGE_FITNESS: 57.000000 ;MAX_FITNESS 57 ;MEDIAN_FITNESS 57 ;MIN_FITNESS 57 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.400000 ;CROSSOVER_PROB 0.800000 ;RANDOMNESS 0.300000
2022-10-11-00:06:33;	GENERATION: 2 ;AVERAGE_FITNESS: 57.000000 ;MAX_FITNESS 57 ;MEDIAN_FITNESS 57 ;MIN_FITNESS 57 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.400000 ;CROSSOVER_PROB 0.800000 ;RANDOMNESS 0.300000
2022-10-11-00:06:35;	GENERATION: 3 ;AVERAGE_FITNESS: 57.000000 ;MAX_FITNESS 57 ;MEDIAN_FITNESS 57 ;MIN_FITNESS 57 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.400000 ;CROSSOVER_PROB 0.800000 ;RANDOMNESS 0.300000
2022-10-11-00:06:36;	GENERATION: 4 ;AVERAGE_FITNESS: 57.000000 ;MAX_FITNESS 57 ;MEDIAN_FITNESS 57 ;MIN_FITNESS 57 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.400000 ;CROSSOVER_PROB 0.800000 ;RANDOMNESS 0.300000
2022-10-11-00:06:37;	GENERATION: 5 ;AVERAGE_FITNESS: 57.000000 ;MAX_FITNESS 57 ;MEDIAN_FITNESS 57 ;MIN_FITNESS 57 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.400000 ;CROSSOVER_PROB 0.800000 ;RANDOMNESS 0.300000
2022-10-11-00:06:38;	GENERATION: 6 ;AVERAGE_FITNESS: 57.000000 ;MAX_FITNESS 57 ;MEDIAN_FITNESS 57 ;MIN_FITNESS 57 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.400000 ;CROSSOVER_PROB 0.800000 ;RANDOMNESS 0.300000
2022-10-11-00:06:39;	GENERATION: 7 ;AVERAGE_FITNESS: 57.000000 ;MAX_FITNESS 57 ;MEDIAN_FITNESS 57 ;MIN_FITNESS 57 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.400000 ;CROSSOVER_PROB 0.800000 ;RANDOMNESS 0.300000
2022-10-11-00:06:41;	GENERATION: 8 ;AVERAGE_FITNESS: 57.000000 ;MAX_FITNESS 57 ;MEDIAN_FITNESS 57 ;MIN_FITNESS 57 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.400000 ;CROSSOVER_PROB 0.800000 ;RANDOMNESS 0.300000
2022-10-11-00:06:42;	GENERATION: 9 ;AVERAGE_FITNESS: 57.000000 ;MAX_FITNESS 57 ;MEDIAN_FITNESS 57 ;MIN_FITNESS 57 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.400000 ;CROSSOVER_PROB 0.800000 ;RANDOMNESS 0.300000
2022-10-11-00:06:43;	GENERATION: 10 ;AVERAGE_FITNESS: 57.000000 ;MAX_FITNESS 57 ;MEDIAN_FITNESS 57 ;MIN_FITNESS 57 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.400000 ;CROSSOVER_PROB 0.800000 ;RANDOMNESS 0.300000
2022-10-11-00:06:44;	GENERATION: 11 ;AVERAGE_FITNESS: 57.000000 ;MAX_FITNESS 57 ;MEDIAN_FITNESS 57 ;MIN_FITNESS 57 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.400000 ;CROSSOVER_PROB 0.800000 ;RANDOMNESS 0.300000
2022-10-11-00:06:45;	GENERATION: 12 ;AVERAGE_FITNESS: 57.015385 ;MAX_FITNESS 58 ;MEDIAN_FITNESS 57 ;MIN_FITNESS 56 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.400000 ;CROSSOVER_PROB 0.800000 ;RANDOMNESS 0.300000
2022-10-11-00:06:46;	GENERATION: 13 ;AVERAGE_FITNESS: 56.953846 ;MAX_FITNESS 58 ;MEDIAN_FITNESS 57 ;MIN_FITNESS 57 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.400000 ;CROSSOVER_PROB 0.800000 ;RANDOMNESS 0.300000
2022-10-11-00:06:48;	GENERATION: 14 ;AVERAGE_FITNESS: 56.923077 ;MAX_FITNESS 58 ;MEDIAN_FITNESS 57 ;MIN_FITNESS 56 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.400000 ;CROSSOVER_PROB 0.800000 ;RANDOMNESS 0.300000
2022-10-11-00:06:49;	GENERATION: 15 ;AVERAGE_FITNESS: 57.015385 ;MAX_FITNESS 58 ;MEDIAN_FITNESS 57 ;MIN_FITNESS 56 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.400000 ;CROSSOVER_PROB 0.800000 ;RANDOMNESS 0.300000
2022-10-11-00:06:50;	GENERATION: 16 ;AVERAGE_FITNESS: 57.030769 ;MAX_FITNESS 58 ;MEDIAN_FITNESS 57 ;MIN_FITNESS 57 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.400000 ;CROSSOVER_PROB 0.800000 ;RANDOMNESS 0.300000
2022-10-11-00:06:51;	GENERATION: 17 ;AVERAGE_FITNESS: 57.076923 ;MAX_FITNESS 58 ;MEDIAN_FITNESS 57 ;MIN_FITNESS 57 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.400000 ;CROSSOVER_PROB 0.800000 ;RANDOMNESS 0.300000
2022-10-11-00:06:52;	GENERATION: 18 ;AVERAGE_FITNESS: 57.169231 ;MAX_FITNESS 58 ;MEDIAN_FITNESS 57 ;MIN_FITNESS 57 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.400000 ;CROSSOVER_PROB 0.800000 ;RANDOMNESS 0.300000
2022-10-11-00:06:53;	GENERATION: 19 ;AVERAGE_FITNESS: 57.538460 ;MAX_FITNESS 58 ;MEDIAN_FITNESS 57 ;MIN_FITNESS 57 ;STAGNATION_DETECTED 0 ;MUTATION_PROB 0.400000 ;CROSSOVER_PROB 0.800000 ;RANDOMNESS 0.300000
