FITNESS = 72: ROW_MISMATCHES = 21: COL_MISMATCHES = 19|28,1;37,2;2,1;0,1;17,2;63,3;8,2;7,0;32,3;53,1;49,3;43,3;20,1;47,2;21,0;57,1;36,0;58,3;40,3;3,0;56,3;42,1;54,2;22,2;5,2;38,2;6,1;62,2;26,3;60,3;44,3;14,1;18,1;16,2;34,2;9,3;11,2;1,1;55,3;19,1;12,2;23,3;29,2;31,2;35,1;48,2;46,3;51,3;24,3;10,3;25,1;27,3;39,3;4,2;30,2;52,2;45,3;41,1;50,3;61,1;13,2;15,3;59,1;33,3;
FITNESS = 71: ROW_MISMATCHES = 21: COL_MISMATCHES = 20|28,1;37,2;2,1;9,3;17,2;63,3;8,2;7,0;32,3;53,1;49,3;43,3;20,1;47,2;21,0;57,1;36,0;58,3;40,3;3,0;56,3;42,1;54,2;22,2;5,2;38,2;6,1;62,2;26,3;60,3;44,3;14,1;18,1;16,2;34,2;0,2;11,2;1,1;55,3;19,1;12,2;23,3;29,2;31,2;10,3;48,2;46,3;51,3;24,3;35,1;25,3;27,3;39,3;4,2;30,2;52,2;45,3;41,3;50,2;61,1;13,2;15,3;59,1;33,3;
FITNESS = 71: ROW_MISMATCHES = 21: COL_MISMATCHES = 20|28,1;37,2;2,1;9,3;17,2;63,3;8,2;7,0;32,3;53,1;49,3;43,3;20,1;47,2;21,0;57,1;36,0;58,3;40,3;3,0;56,3;42,1;54,2;22,2;5,2;38,2;6,1;62,2;26,3;60,3;44,3;14,1;18,1;16,2;34,2;0,2;11,2;1,1;55,3;19,1;12,2;23,3;29,2;31,2;10,3;48,2;46,3;51,3;24,3;35,1;25,3;27,3;39,3;4,2;30,2;52,2;45,3;41,3;50,2;61,1;13,2;15,3;59,1;33,3;
FITNESS = 71: ROW_MISMATCHES = 21: COL_MISMATCHES = 20|28,1;37,2;2,1;9,3;17,2;63,3;8,2;7,0;32,3;53,1;49,3;43,3;20,1;47,2;21,0;57,1;36,0;58,3;40,3;3,0;56,3;42,1;54,2;22,2;5,2;38,2;6,1;62,2;26,3;60,3;44,3;14,1;18,1;16,2;34,2;0,2;11,2;1,1;55,3;19,1;12,2;23,3;29,2;31,2;10,3;48,2;46,3;51,3;24,3;35,1;25,3;27,3;39,3;4,2;30,2;52,2;45,3;41,3;50,2;61,1;13,2;15,3;59,1;33,3;
FITNESS = 71: ROW_MISMATCHES = 21: COL_MISMATCHES = 20|28,1;37,2;2,1;9,3;17,2;63,3;8,2;7,0;32,3;53,1;49,3;43,3;20,1;47,2;21,0;57,1;36,0;58,3;40,3;3,0;56,3;42,1;54,2;22,2;5,2;38,2;6,1;62,2;26,3;60,3;44,3;14,1;18,1;16,2;34,2;0,2;11,2;1,1;55,3;19,1;12,2;23,3;29,2;31,2;10,3;48,2;46,3;51,3;24,3;35,1;25,3;27,3;39,3;4,2;30,2;52,2;45,3;41,3;50,2;61,1;13,2;15,3;59,1;33,3;
FITNESS = 71: ROW_MISMATCHES = 21: COL_MISMATCHES = 20|28,1;37,2;2,1;9,3;17,2;63,3;8,2;7,0;32,3;53,1;49,3;43,3;20,1;47,2;21,0;57,1;36,0;58,3;40,3;3,0;56,3;42,1;54,2;22,2;5,2;38,2;6,1;62,2;26,3;60,3;44,3;14,1;18,1;16,2;34,2;0,2;11,2;1,1;55,3;19,1;12,2;23,3;29,2;31,2;10,3;48,2;46,3;51,3;24,3;35,1;25,3;27,3;39,3;4,2;30,2;52,2;45,3;41,3;50,2;61,1;13,2;15,3;59,1;33,3;
FITNESS = 71: ROW_MISMATCHES = 21: COL_MISMATCHES = 20|28,1;37,2;2,1;9,3;17,2;63,3;8,2;7,0;32,3;53,1;49,3;43,3;20,1;47,2;21,0;57,1;36,0;58,3;40,3;3,0;56,3;42,1;54,2;22,2;5,2;38,2;6,1;62,2;26,3;60,3;44,3;14,1;18,1;16,2;34,2;0,2;11,2;1,1;55,3;19,1;12,2;23,3;29,2;31,2;10,3;48,2;46,3;51,3;24,3;35,1;25,3;27,3;39,3;4,2;30,2;52,2;45,3;41,3;50,2;61,1;13,2;15,3;59,1;33,3;
FITNESS = 71: ROW_MISMATCHES = 21: COL_MISMATCHES = 20|28,1;37,2;2,1;9,3;17,2;63,3;8,2;7,0;32,3;53,1;49,3;43,3;20,1;47,2;21,0;57,1;36,0;58,3;40,3;3,0;56,3;42,1;54,2;22,2;5,2;38,2;6,1;62,2;26,3;60,3;44,3;14,1;18,1;16,2;34,2;0,2;11,2;1,1;55,3;19,1;12,2;23,3;29,2;31,2;10,3;48,2;46,3;51,3;24,3;35,1;25,3;27,3;39,3;4,2;30,2;52,2;45,3;41,3;50,2;61,1;13,2;15,3;59,1;33,3;
FITNESS = 71: ROW_MISMATCHES = 21: COL_MISMATCHES = 20|28,1;37,2;2,1;9,3;17,2;63,3;8,2;7,0;32,3;53,1;49,3;43,3;20,1;47,2;21,0;57,1;36,0;58,3;40,3;3,0;56,3;42,1;54,2;22,2;5,2;38,2;6,1;62,2;26,3;60,3;44,3;14,1;18,1;16,2;34,2;0,2;11,2;1,1;55,3;19,1;12,2;23,3;29,2;31,2;10,3;48,2;46,3;51,3;24,3;35,1;25,3;27,3;39,3;4,2;30,2;52,2;45,3;41,3;50,2;61,1;13,2;15,3;59,1;33,3;
FITNESS = 71: ROW_MISMATCHES = 21: COL_MISMATCHES = 20|28,1;37,2;2,1;9,3;17,2;63,3;8,2;7,0;32,3;53,1;49,3;43,3;20,1;47,2;21,0;57,1;36,0;58,3;40,3;3,0;56,3;42,1;54,2;22,2;5,2;38,2;6,1;62,2;26,3;60,3;44,3;14,1;18,1;16,2;34,2;0,2;11,2;1,1;55,3;19,1;12,2;23,3;29,2;31,2;10,3;48,2;46,3;51,3;24,3;35,1;25,3;27,3;39,3;4,2;30,2;52,2;45,3;41,3;50,2;61,1;13,2;15,3;59,1;33,3;
